Longitude,Latitude,Annual_mean_temp,MeanDiurnalRange,Isothermality,TempSeasonality,MaxTempWarmMo,MinTempColdMo,TempAnnRange,MeanTempWetQtr,MeanTempDryQtr,MeanTempWarmQtr,MeanTempColdQtr,AnnPercip,PercipWetMo,PercipDryMo,PercipSeasonality,PrecipWetQtr,PrecipDryQtr,PrecipWrmQtr,PrecipColdQtr,level_0,index,class
128.5208,43.5625,3.117167,12.44833,25.6434,1349.983,24.796,-23.748,48.544,18.644,-14.744,18.644,-14.744,608,149,3,100.1986,384,15,384,15,3386,3386,0
72.5625,43.52083,10.2615,13.231,28.75804,1175.682,34.268,-11.74,46.008,11.18533,22.476,24.64933,-4.632,244,35,6,41.79903,92,24,38,61,2522,2522,0
110.3958,43.52083,4.659334,13.384,26.1488,1414.712,29.224,-21.96,51.184,21.44333,-13.514,21.44333,-13.514,130,37,1,105.3543,87,5,87,5,2198,2198,0
120.1042,43.52083,6.791333,13.11467,27.21563,1341.36,29.648,-18.54,48.188,22.53,-10.40533,22.53,-10.40533,406,126,2,114.5963,283,8,283,8,4004,4004,0
64.4375,43.47917,12.1695,12.821,27.17235,1307.88,37.284,-9.9,47.184,13.19133,25.77533,28.18,-4.089333,114,17,2,54.25609,48,7,10,36,3839,3839,0
69.4375,43.47917,10.68583,12.211,27.70191,1168.166,34.396,-9.684,44.08,10.83733,23.59133,25.10533,-3.748667,253,43,3,58.70806,108,13,20,80,3048,3048,0
93.10417,43.47917,-5.5855,10.093,28.07979,969.7719,12.092,-23.852,35.944,6.486667,-17.18133,6.486667,-17.18133,278,63,3,86.59749,162,9,162,9,4269,4269,0
94.10417,43.47917,2.164666,12.72733,30.28875,1105.177,22.404,-19.616,42.02,15.42467,-11.62333,15.42467,-11.62333,134,34,1,94.225,85,4,85,4,3818,3818,0
110.7708,43.47917,4.1795,13.60833,26.66209,1398.359,28.652,-22.388,51.04,20.76533,-13.74267,20.76533,-13.74267,147,41,2,106.399,99,6,99,6,2800,2800,0
144.7708,43.47917,6.774833,6.066333,19.30723,935.6843,21.992,-9.428,31.42,15.678,-4.896667,17.94533,-4.896667,1069,165,43,38.46449,406,149,392,149,3496,3496,0
66.72917,43.4375,12.71783,13.85833,30.12157,1238.884,37.636,-8.372,46.008,-2.722,25.626,27.92333,-2.722,158,23,2,57.72667,61,9,12,61,3642,3642,0
108.1458,43.4375,5.911333,11.87067,23.96952,1406.025,29.648,-19.876,49.524,22.56533,-12.25533,22.56533,-12.25533,104,29,1,101.1981,69,4,69,4,4373,4373,0
87.77083,43.39583,1.531167,11.93233,28.78868,1107.58,21.98,-19.468,41.448,14.56533,-12.42333,14.56533,-12.42333,238,44,3,73.42113,118,11,118,11,2305,2305,0
117.3125,43.3125,1.002167,12.35967,26.39375,1312.334,23.42,-23.408,46.828,16.23733,-16.04133,16.23733,-16.04133,390,113,3,110.7407,266,10,266,10,3362,3362,0
127.6458,43.3125,0.6433333,12.02267,24.68923,1348.272,22.564,-26.132,48.696,16.33267,-17.03133,16.33267,-17.03133,733,189,5,100.6221,465,21,465,21,3396,3396,0
131.6042,43.3125,4.690667,9.069333,21.39195,1203.759,23.668,-18.728,42.396,18.21267,-11.438,18.21267,-11.438,688,137,8,78.55618,359,32,359,32,2762,2762,0
130.7292,43.27083,2.783834,10.471,24.26089,1225.958,22.952,-20.208,43.16,16.96,-13.17467,16.96,-13.17467,647,144,3,88.82642,357,15,357,15,3522,3522,0
131.6042,43.27083,4.437334,8.948,21.21787,1199.776,23.356,-18.816,42.172,17.93733,-11.63933,17.93733,-11.63933,697,139,8,78.91416,364,31,364,31,4350,4350,0
60.0625,43.22917,11.06867,12.02933,27.1837,1228.634,34.58,-9.672,44.252,11.59467,23.86667,26.01133,-4.164667,114,16,3,49.48717,47,9,11,35,2552,2552,0
85.85417,43.22917,-4.608666,12.234,31.49521,977.8167,13.66,-25.184,38.844,6.74,-15.326,6.74,-17.21533,324,72,2,97.49887,195,7,195,7,3003,3003,0
114.0625,43.1875,4.151667,12.26467,24.32307,1433.145,28.452,-21.972,50.424,20.93467,-14.42267,20.93467,-14.42267,242,65,2,106.308,162,7,162,7,3568,3568,0
54.60417,43.14583,13.36933,11.696,26.45914,1224.051,37.364,-6.84,44.204,13.51333,26.628,28.71867,-1.538667,106,16,2,43.75854,44,11,14,25,2448,2448,0
55.72917,43.14583,11.09567,11.794,26.20889,1249.019,35.5,-9.5,45.0,11.45533,24.47667,26.65067,-4.243333,126,18,3,44.57124,53,13,18,28,3449,3449,0
56.97917,43.14583,10.701,11.97467,26.65539,1249.796,35.1,-9.824,44.924,11.094,23.93933,26.20733,-4.606667,121,18,2,47.9684,51,10,15,27,2727,2727,0
63.72917,43.14583,12.29533,12.18067,26.32405,1281.323,36.74,-9.532001,46.272,12.624,26.08533,28.02133,-3.502,118,18,2,53.94397,50,7,10,36,2891,2891,0
81.22917,43.14583,2.977334,13.21133,29.02314,1177.107,23.34,-22.18,45.52,14.26333,-13.01133,15.626,-13.01133,309,47,10,51.21074,134,32,126,32,2556,2556,0
93.60417,43.14583,6.676,13.57867,28.7513,1247.368,29.204,-18.024,47.228,21.23267,-6.322667,21.23267,-9.542666,99,23,1,81.1793,58,5,58,5,3855,3855,0
111.0625,43.14583,4.0065,13.391,26.77343,1366.994,27.928,-22.088,50.016,20.20467,-13.524,20.20467,-13.524,158,44,1,108.558,107,5,107,5,3011,3011,0
54.1875,43.10417,12.40967,11.71933,26.50713,1229.887,36.588,-7.624,44.212,12.61267,25.71467,27.786,-2.610667,127,19,3,45.15369,52,13,17,26,3707,3707,0
65.8125,43.10417,12.70133,13.45867,29.27834,1244.896,37.584,-8.384,45.968,13.61733,25.80333,28.04467,-2.729333,147,21,2,56.5809,58,8,11,53,2368,2368,0
78.39583,43.10417,4.126167,12.06167,32.78696,903.6536,22.928,-13.86,36.788,12.85733,-7.002,15.02067,-7.002,680,87,24,41.50229,258,81,249,81,3662,3662,0
142.1875,43.10417,3.536834,8.524333,23.7288,1001.908,21.408,-14.516,35.924,12.28133,-8.413333,15.644,-8.542,1246,165,58,33.54288,456,199,450,216,2332,2332,0
56.3125,43.0625,10.85167,11.682,26.23518,1240.849,35.044,-9.484,44.528,11.116,24.116,26.28133,-4.356,127,19,2,48.62179,55,12,16,27,3756,3756,0
63.39583,43.0625,12.43683,11.98967,25.78867,1272.666,36.668,-9.824,46.492,12.48933,26.30933,28.054,-3.245333,120,19,2,55.09366,51,7,10,37,2195,2195,0
118.0625,43.0625,3.919167,12.681,27.64914,1266.489,26.044,-19.82,45.864,18.80867,-12.31467,18.80867,-12.31467,397,118,2,114.5209,277,7,277,7,3828,3828,0
130.5625,43.0625,4.403666,10.16333,24.10658,1186.899,24.032,-18.128,42.16,17.70733,-11.152,17.99867,-11.152,637,145,4,89.08559,350,15,348,15,3152,3152,0
133.8542,43.0625,3.020833,11.30967,26.07596,1160.403,23.36,-20.012,43.372,16.482,-12.094,16.482,-12.094,810,142,15,66.99876,400,56,400,56,3244,3244,0
72.8125,42.97917,10.02183,13.41167,30.46168,1105.0,32.844,-11.184,44.028,10.89133,21.69533,23.51933,-4.242667,291,43,8,42.9919,113,32,50,66,3904,3904,0
103.7292,42.97917,6.189833,13.69767,27.4899,1336.93,29.892,-19.936,49.828,22.028,-9.210667,22.028,-10.85533,90,25,1,105.4059,63,3,63,3,2314,2314,0
112.5625,42.97917,4.3125,13.46433,26.36137,1396.951,28.676,-22.4,51.076,20.76467,-13.742,20.76467,-13.742,190,54,1,112.5392,130,4,130,4,3627,3627,0
120.4792,42.97917,7.195,12.746,26.75707,1327.745,29.708,-17.928,47.636,22.80067,-9.85,22.80067,-9.85,434,134,2,113.1723,298,9,298,9,3171,3171,0
126.3542,42.97917,4.215833,12.66167,24.23193,1432.319,26.348,-25.904,52.252,20.592,-15.07133,20.592,-15.07133,743,194,7,99.24773,464,26,464,26,3437,3437,0
65.89583,42.9375,12.81717,13.48433,29.48555,1234.616,37.648,-8.084001,45.732,5.825334,25.89067,28.06867,-2.475333,152,23,2,58.0635,61,8,11,57,4188,4188,0
106.4375,42.9375,6.267833,12.02767,25.19622,1322.286,29.568,-18.168,47.736,22.04667,-10.56467,22.04667,-10.56467,95,29,0,116.0043,70,0,70,0,3912,3912,0
59.02083,42.89583,11.4185,12.22367,28.21454,1199.841,34.352,-8.972,43.324,12.286,23.70067,26.052,-3.351333,111,17,2,48.89123,47,8,13,29,4190,4190,0
90.0625,42.89583,11.87367,14.67133,27.833,1404.093,37.144,-15.568,52.712,28.068,-4.776667,28.068,-6.447333,37,8,1,59.49314,20,3,20,3,4032,4032,0
55.77083,42.85417,11.621,11.854,26.47637,1234.292,35.86,-8.912,44.772,11.906,24.86,26.998,-3.523333,124,19,2,49.10331,54,11,16,27,3501,3501,0
107.6042,42.85417,7.187334,11.81267,24.06034,1377.756,31.064,-18.032,49.096,23.52867,-8.733334,23.52867,-10.58933,101,30,1,112.7009,72,3,72,3,4210,4210,0
116.9375,42.85417,1.740333,13.28333,26.69266,1368.471,25.3,-24.464,49.764,17.58933,-16.222,17.58933,-16.222,375,108,3,111.5427,257,10,257,10,4025,4025,0
98.22917,42.8125,6.02,12.86333,27.65119,1263.181,28.88,-17.64,46.52,21.15933,-2.48,21.15933,-10.03667,56,19,0,105.4358,41,2,41,2,2428,2428,0
64.22917,42.77083,12.75733,12.03667,26.43562,1266.97,36.976,-8.556,45.532,13.20933,26.30133,28.348,-2.918,126,20,2,54.80833,54,8,11,38,3137,3137,0
64.14583,42.72917,12.81267,11.95067,26.36254,1263.833,36.932,-8.4,45.332,13.15733,26.39933,28.37,-2.808667,125,21,1,56.94452,54,7,11,38,3523,3523,0
92.0625,42.72917,13.44367,14.92533,27.6723,1442.53,38.836,-15.1,53.936,30.01,-0.8680001,30.01,-5.436667,15,5,0,80.68172,12,0,12,0,3435,3435,0
104.3958,42.6875,5.813334,13.156,27.22682,1305.702,28.996,-19.324,48.32,21.35867,-10.74667,21.35867,-10.74667,98,27,1,101.4693,66,3,66,3,4064,4064,0
117.0625,42.6875,0.759,12.95667,26.60288,1349.918,23.78,-24.924,48.704,16.31667,-16.92933,16.31667,-16.92933,408,116,3,109.3343,275,11,275,11,3671,3671,0
122.6042,42.6875,7.052333,12.12867,25.70504,1323.653,28.66,-18.524,47.184,22.54667,-10.104,22.54667,-10.104,521,152,2,108.8343,342,8,342,8,2653,2653,0
59.77083,42.64583,11.74467,12.55667,28.68128,1200.006,34.928,-8.852,43.78,12.70467,23.99667,26.32,-3.125334,106,17,2,53.432,46,8,10,33,3312,3312,0
61.77083,42.64583,12.4865,12.16233,26.36192,1292.499,37.16,-8.976,46.136,13.49533,25.93867,28.33933,-3.592,122,20,2,56.22871,50,7,9,40,2848,2848,0
68.85417,42.64583,13.77967,13.43933,29.46188,1175.651,38.076,-7.54,45.616,7.502666,26.33667,28.24667,-0.9706666,295,43,2,61.4532,116,11,15,110,2929,2929,0
80.1875,42.64583,1.0725,11.975,30.24907,967.2829,19.692,-19.896,39.588,10.584,-11.31667,12.25133,-11.31667,399,64,9,62.57279,186,31,178,31,2363,2363,0
90.39583,42.64583,11.5995,15.50967,28.64099,1428.607,37.444,-16.708,54.152,28.1,-2.796,28.1,-7.007333,31,8,0,73.79495,20,2,20,2,3392,3392,0
110.9792,42.64583,5.431167,13.443,26.8731,1362.546,28.996,-21.028,50.024,19.54133,-12.19133,21.434,-12.19133,164,47,1,109.4133,110,5,109,5,4213,4213,0
111.7708,42.64583,4.074667,13.226,26.75811,1348.026,27.472,-21.956,49.428,19.89667,-13.342,19.89667,-13.342,185,56,1,113.3197,126,4,126,4,3054,3054,0
124.3542,42.64583,6.4405,11.98833,25.04038,1327.134,27.708,-20.168,47.876,21.81933,-11.05,21.81933,-11.05,681,183,6,103.639,436,20,436,20,3975,3975,0
67.39583,42.60417,13.46267,12.78,28.54718,1206.88,37.932,-6.836,44.768,-1.295333,26.478,28.46067,-1.295333,207,31,1,62.34963,83,8,12,83,3384,3384,0
86.47917,42.60417,-0.3178334,12.43967,32.47615,959.7833,17.82,-20.484,38.304,10.85467,-10.918,10.85467,-12.62867,241,57,1,103.8657,153,3,153,3,3361,3361,0
117.9792,42.60417,2.207833,13.20967,29.52277,1208.838,23.484,-21.26,44.744,16.47733,-13.21067,16.47733,-13.21067,450,130,3,110.4736,306,11,306,11,4369,4369,0
54.39583,42.5625,12.3745,11.52233,26.69926,1194.441,36.064,-7.092,43.156,12.382,25.44533,27.34867,-2.192,118,20,2,49.60522,52,11,15,26,2383,2383,0
60.8125,42.5625,12.06367,12.65067,27.21276,1287.417,36.984,-9.504,46.488,13.27533,25.27,27.78133,-3.960667,120,20,2,56.04013,48,7,9,40,4320,4320,0
100.8958,42.5625,8.474167,13.813,27.17383,1376.692,33.0,-17.832,50.832,24.73667,-5.334,24.73667,-9.179999,40,14,0,109.279,31,0,31,0,2505,2505,0
110.4792,42.5625,5.762667,13.324,27.1874,1328.95,29.244,-19.764,49.008,19.628,-9.334,21.55333,-11.24667,161,46,1,112.9925,111,4,109,4,2348,2348,0
56.27083,42.52083,12.30817,12.03033,26.90868,1227.288,36.416,-8.292,44.708,12.666,25.42467,27.59133,-2.755333,119,18,2,49.01302,51,10,14,28,2272,2272,0
63.35417,42.52083,12.92283,10.957,24.9272,1179.248,35.232,-8.724,43.956,11.69733,26.45,27.45,-1.199333,130,21,2,55.45401,56,8,12,40,2421,2421,0
72.6875,42.52083,4.297167,14.50833,33.80635,1043.1,26.108,-16.808,42.916,3.630667,15.65267,16.38067,-9.079333,447,66,16,41.84678,176,62,91,88,4374,4374,0
76.1875,42.52083,5.221167,10.731,29.5392,948.869,23.328,-13.0,36.328,14.424,-6.783333,16.33533,-6.783333,219,42,3,81.27007,120,10,118,10,2707,2707,0
127.5625,42.52083,3.145333,12.558,25.77798,1316.823,24.848,-23.868,48.716,18.45733,-14.206,18.45733,-14.206,717,178,5,98.6884,449,22,449,22,3301,3301,0
110.1875,42.47917,5.376667,13.09333,26.98989,1317.327,28.752,-19.76,48.512,19.11933,-11.42733,21.062,-11.42733,173,48,1,109.3282,116,5,115,5,2645,2645,0
61.35417,42.4375,12.53783,12.49033,26.91186,1291.384,37.424,-8.988,46.412,13.73067,25.85467,28.33933,-3.555333,126,21,2,56.65839,51,7,9,41,3215,3215,0
70.8125,42.4375,1.372667,12.70267,33.27745,937.4808,21.848,-16.324,38.172,-0.2893333,12.15667,12.27867,-10.00067,628,88,21,37.34913,229,80,107,158,2213,2213,0
80.22917,42.4375,-7.097333,12.56733,32.40674,937.2508,11.292,-27.488,38.78,3.922,-18.912,3.922,-18.912,404,76,6,78.17384,211,21,211,21,4130,4130,0
86.89583,42.4375,6.284,12.428,29.47538,1099.996,26.388,-15.776,42.164,18.91933,-6.354,18.91933,-8.054,155,36,1,99.21082,97,3,97,3,3097,3097,0
95.35417,42.4375,6.653833,14.64367,30.24801,1255.366,29.816,-18.596,48.412,21.36467,-6.303333,21.36467,-9.527333,54,16,1,87.19694,35,3,35,3,4134,4134,0
65.3125,42.39583,13.00133,12.93733,28.48629,1228.65,37.484,-7.932,45.416,6.0,26.078,28.24467,-2.194,152,24,2,60.12264,65,8,11,54,3579,3579,0
55.27083,42.35417,12.14933,11.888,26.83521,1220.533,36.324,-7.976,44.3,12.39267,25.34333,27.38267,-2.846667,120,19,2,49.64184,53,11,15,27,2981,2981,0
53.4375,42.3125,12.613,10.51,26.06647,1135.497,34.72,-5.6,40.32,12.33933,25.356,26.76333,-1.2,114,18,3,46.9213,48,11,14,27,3147,3147,0
83.89583,42.27083,-3.615833,11.96633,30.15709,1015.384,14.664,-25.016,39.68,7.863334,-17.02,7.863334,-17.02,307,66,2,94.48003,182,7,182,7,4270,4270,0
86.3125,42.27083,10.04367,13.43133,29.61836,1193.934,30.68,-14.668,45.348,23.26,-4.43,23.26,-5.813334,96,22,1,87.48898,57,4,57,4,3540,3540,0
129.8125,42.22917,3.265833,10.43833,25.84514,1111.374,22.168,-18.22,40.388,16.17667,-11.066,16.17667,-11.066,701,165,5,91.60173,404,22,404,22,2790,2790,0
56.89583,42.1875,12.4525,12.22567,27.54521,1217.731,36.464,-7.92,44.384,12.76867,25.45133,27.58533,-2.466,116,18,2,48.02565,49,10,13,28,3315,3315,0
71.1875,42.1875,-5.2075,12.237,31.43819,952.9342,15.632,-23.292,38.924,-1.493333,6.094666,6.094666,-16.46333,640,85,32,31.949,233,122,122,132,3830,3830,0
71.89583,42.1875,-1.953667,13.616,33.54025,968.7075,19.544,-21.052,40.596,2.226,9.151334,9.151334,-13.59467,569,79,27,36.5509,220,104,104,104,3102,3102,0
102.8958,42.1875,7.766667,13.676,27.3214,1338.845,31.852,-18.204,50.056,23.706,-7.658667,23.706,-9.222,60,19,0,108.7115,44,0,44,0,2613,2613,0
124.6875,42.1875,5.4675,12.47833,25.77742,1307.701,26.908,-21.5,48.408,20.71933,-11.74133,20.71933,-11.74133,789,203,6,101.1251,497,24,497,24,4223,4223,0
76.27083,42.14583,1.669,11.36133,31.04189,940.9829,19.244,-17.356,36.6,10.46867,-10.562,12.25933,-10.562,297,59,3,82.83157,167,13,155,13,2334,2334,0
129.7292,42.14583,4.170833,10.66633,26.62589,1085.16,22.896,-17.164,40.06,16.81933,-9.790667,16.81933,-9.790667,692,164,6,91.43315,399,24,399,24,2901,2901,0
87.60417,42.10417,9.1005,13.845,28.3291,1290.242,32.248,-16.624,48.872,23.756,-7.952667,23.756,-7.952667,89,19,1,77.07525,50,4,50,4,3203,3203,0
57.72917,42.0625,12.671,12.002,27.31452,1214.565,36.18,-7.76,43.94,12.97467,25.57267,27.71733,-2.187333,100,17,2,49.6976,43,8,11,26,2569,2569,0
65.72917,42.0625,13.55017,13.269,29.58924,1203.814,38.184,-6.66,44.844,6.489334,26.52933,28.58867,-1.226667,164,25,2,62.44456,71,8,10,63,2318,2318,0
58.64583,42.02083,12.59283,11.825,27.68283,1184.79,35.348,-7.368,42.716,13.35,24.876,27.11667,-2.024,109,19,2,51.52486,48,9,10,28,2572,2572,0
91.39583,42.02083,9.275666,15.42333,31.06787,1276.63,32.84,-16.804,49.644,24.182,-3.626,24.182,-7.186666,33,9,0,83.65393,23,2,23,2,3989,3989,0
96.8125,42.02083,4.413833,14.96833,32.42426,1170.307,26.816,-19.348,46.164,18.59267,-10.20533,18.59267,-10.20533,75,23,1,95.58405,50,3,50,3,2712,2712,0
101.9375,42.02083,8.778167,14.79233,28.41619,1382.443,33.956,-18.1,52.056,25.21267,-5.204,25.21267,-8.768666,39,13,0,101.3902,28,0,28,0,4360,4360,0
115.3542,42.02083,2.527,12.34267,26.46823,1317.039,24.944,-21.688,46.632,17.86,-14.55067,17.86,-14.55067,368,97,3,102.5782,237,10,237,10,2225,2225,0
118.6875,42.02083,5.849667,12.824,28.7611,1218.661,26.64,-17.948,44.588,20.14267,-7.651333,20.14267,-9.809333,423,127,1,115.2762,294,6,294,6,3376,3376,0
55.9375,41.97917,12.62867,12.036,27.23077,1208.909,36.6,-7.6,44.2,12.85267,25.68067,27.69733,-2.177333,120,19,2,51.57184,53,10,13,27,2885,2885,0
59.1875,41.9375,12.88283,12.517,28.47102,1208.631,36.388,-7.576,43.964,13.78133,25.35133,27.70933,-1.993333,97,15,2,48.66239,40,8,9,29,2637,2637,0
90.8125,41.9375,8.033334,15.362,31.42799,1251.076,31.472,-17.408,48.88,22.69533,-4.738,22.69533,-8.044,46,12,0,86.81292,31,2,31,2,3164,3164,0
125.5625,41.9375,3.892167,12.55033,25.43024,1344.909,25.496,-23.856,49.352,19.51067,-13.96667,19.51067,-13.96667,882,226,9,99.50926,553,33,553,33,3143,3143,0
75.02083,41.89583,-4.084833,12.829,29.67203,1126.755,16.868,-26.368,43.236,6.095333,-18.72467,8.186666,-18.72467,422,69,11,60.55275,204,38,175,38,2978,2978,0
76.72917,41.89583,-7.845,11.964,31.57061,958.3514,10.528,-27.368,37.896,1.013333,-20.002,3.091333,-20.002,406,74,7,71.66935,204,24,197,24,3588,3588,0
84.6875,41.89583,10.64683,14.40233,30.15059,1241.771,32.828,-14.94,47.768,24.49133,-4.553333,24.49133,-5.824667,103,23,1,84.47527,61,5,61,5,3337,3337,0
113.8125,41.89583,3.081667,12.134,26.66579,1247.111,24.7,-20.804,45.504,17.73867,-12.96067,17.73867,-12.96067,304,80,2,106.3825,202,8,202,8,4283,4283,0
113.9375,41.89583,2.8365,11.851,26.35899,1242.119,24.324,-20.636,44.96,17.44267,-11.148,17.44267,-13.13067,320,84,2,104.5451,210,9,210,9,2710,2710,0
60.0625,41.85417,12.67967,12.30933,28.42015,1173.946,35.844,-7.468,43.312,13.74733,24.64533,27.02667,-1.802667,99,18,2,56.85612,43,7,9,32,2717,2717,0
61.39583,41.85417,13.10533,12.57267,27.74443,1231.588,37.216,-8.1,45.316,14.31333,25.78867,28.17867,-2.221334,123,19,2,54.41661,51,7,10,40,2413,2413,0
68.14583,41.85417,14.04417,12.963,30.05425,1127.347,37.248,-5.884,43.132,8.029333,25.97733,27.96267,0.05066665,308,46,2,64.76136,124,10,13,124,4257,4257,0
97.10417,41.85417,4.7205,14.871,32.19946,1173.708,27.184,-19.0,46.184,18.95933,-9.940666,18.95933,-9.940666,75,22,1,93.94143,50,3,50,3,2530,2530,0
111.8958,41.85417,3.3505,13.22433,27.17478,1328.591,26.356,-22.308,48.664,18.89533,-13.95867,18.89533,-13.95867,216,70,1,117.9016,150,5,150,5,2900,2900,0
64.22917,41.8125,14.59583,12.07233,26.98814,1232.158,38.588,-6.144,44.732,7.258,27.83667,29.87867,-0.6073332,118,19,1,61.20891,52,6,8,40,3840,3840,0
72.52083,41.8125,-2.169167,13.27033,32.12534,1015.577,18.988,-22.32,41.308,2.354667,-14.792,9.331334,-14.792,667,103,29,43.48274,275,97,133,97,2834,2834,0
59.89583,41.77083,13.09867,12.71933,28.83157,1189.277,36.764,-7.352,44.116,14.12467,25.28533,27.676,-1.564667,94,15,2,50.81937,38,7,9,31,4193,4193,0
61.85417,41.77083,13.79233,12.66267,27.21749,1275.732,38.612,-7.912,46.524,6.885334,27.09333,29.49333,-2.073333,122,19,2,56.87331,51,7,9,42,4332,4332,0
124.8958,41.77083,5.210667,12.624,25.9241,1316.731,26.464,-22.232,48.696,20.53133,-12.23667,20.53133,-12.23667,866,221,9,99.96323,541,32,541,32,3272,3272,0
129.5625,41.77083,6.542666,9.680667,25.77113,1013.162,24.22,-13.344,37.564,18.25067,-6.454667,18.47733,-6.454667,690,158,10,85.0479,379,37,378,37,2959,2959,0
127.7708,41.6875,-0.512,12.622,26.85303,1259.927,21.088,-25.916,47.004,14.40133,-16.82333,14.40133,-16.82333,853,207,7,97.87336,534,28,534,28,2816,2816,0
60.22917,41.64583,12.887,12.414,28.68035,1170.834,36.092,-7.192,43.284,13.93533,24.812,27.20467,-1.526667,97,17,1,59.64906,43,5,8,32,3560,3560,0
64.6875,41.64583,13.50967,12.11467,27.63886,1193.468,37.144,-6.688,43.832,6.546,26.29133,28.41333,-1.172,143,25,1,64.22102,65,7,10,50,4366,4366,0
72.5625,41.64583,7.564833,13.31233,31.60273,1044.303,28.876,-13.248,42.124,7.096,19.01533,19.70333,-5.954667,540,75,14,42.99134,214,57,83,132,3896,3896,0
65.5625,41.60417,13.9225,13.17433,29.53886,1191.095,38.5,-6.1,44.6,6.967333,26.73867,28.93867,-0.6246667,173,27,1,65.65368,77,7,9,67,4358,4358,0
72.22917,41.60417,9.229,13.28467,32.74667,1001.831,29.844,-10.724,40.568,9.146667,20.116,20.94467,-3.732,422,59,11,42.70213,167,45,66,104,2624,2624,0
101.2292,41.60417,9.458333,15.364,29.46908,1363.399,34.68,-17.456,52.136,25.642,-7.904666,25.642,-7.904666,38,11,0,81.76241,24,1,24,1,2903,2903,0
53.77083,41.5625,13.77083,7.057,20.6345,1008.256,32.0,-2.2,34.2,12.64067,25.426,26.282,1.590667,101,15,2,46.05791,41,9,11,27,3745,3745,0
81.89583,41.5625,9.49,14.40733,30.32867,1202.889,31.504,-16.0,47.504,22.83,-2.682,22.83,-6.547333,129,28,2,83.15955,75,8,75,8,2647,2647,0
82.4375,41.5625,11.16,13.81933,29.94309,1197.248,32.132,-14.02,46.152,24.23933,-3.476,24.23933,-4.914,131,28,2,82.72195,76,7,76,7,4284,4284,0
90.77083,41.5625,8.950334,15.32,31.47342,1247.249,32.272,-16.404,48.676,23.56,0.2200002,23.56,-7.069333,33,10,0,90.34167,24,1,24,1,2349,2349,0
108.4375,41.5625,5.282,13.09533,27.37777,1289.425,28.264,-19.568,47.832,18.66133,-11.26467,20.55533,-11.26467,211,57,2,105.2855,137,7,136,7,3760,3760,0
115.9375,41.5625,2.765833,13.17633,27.95624,1294.831,24.732,-22.4,47.132,17.76467,-14.124,17.76467,-14.124,439,115,3,100.4986,277,13,277,13,3678,3678,0
129.6875,41.5625,8.183333,8.283333,24.36275,935.3155,24.9,-9.1,34.0,19.61667,-2.583333,19.61667,-3.533333,686,153,12,80.33986,365,41,365,43,3882,3882,0
55.89583,41.52083,12.89117,12.01433,27.50282,1189.211,36.476,-7.208,43.684,13.004,25.81867,27.73533,-1.645333,126,20,2,50.36386,55,11,14,30,3180,3180,0
74.22917,41.52083,-2.285,13.718,31.43446,1102.118,19.312,-24.328,43.64,3.183333,-16.44067,9.872,-16.44067,491,78,18,47.28298,206,62,113,62,3698,3698,0
75.47917,41.52083,1.773333,12.71133,28.56479,1154.66,22.916,-21.584,44.5,12.16,-13.83,14.24267,-13.83,270,48,7,65.88565,138,24,116,24,2650,2650,0
93.39583,41.52083,8.466,16.14867,33.36226,1205.544,31.664,-16.74,48.404,22.55533,-3.675333,22.55533,-7.085333,40,10,1,74.50753,25,3,25,3,3556,3556,0
77.72917,41.47917,-5.006,14.096,34.81525,987.3215,14.208,-26.28,40.488,6.213333,-15.878,6.213333,-17.892,255,47,4,76.99406,134,15,134,15,4252,4252,0
95.89583,41.47917,3.0365,14.32567,32.75187,1105.949,24.308,-19.432,43.74,16.31533,-9.257334,16.31533,-10.81867,96,28,1,100.6154,65,3,65,3,2563,2563,0
108.1458,41.47917,5.659333,12.698,27.09542,1261.148,28.312,-18.552,46.864,18.802,-10.42333,20.68,-10.42333,178,50,1,113.3914,123,4,120,4,2921,2921,0
54.52083,41.4375,12.83633,11.27267,27.28931,1126.639,35.288,-6.02,41.308,12.54933,25.40733,26.952,-0.8786667,125,21,2,52.34974,57,11,15,30,2447,2447,0
62.85417,41.4375,14.63183,12.64967,28.46972,1216.624,38.4,-6.032,44.432,7.233333,27.77533,29.70467,-0.4066667,117,19,2,56.94761,50,7,9,38,3026,3026,0
68.3125,41.4375,14.652,13.23267,30.69655,1108.444,38.156,-4.952,43.108,8.487333,26.43067,28.44533,0.8659999,333,50,2,66.51205,138,10,13,137,3983,3983,0
98.77083,41.39583,7.560667,14.21067,30.10479,1241.306,30.464,-16.74,47.204,22.342,-6.708667,22.342,-8.275333,60,17,0,91.83868,40,2,40,2,2344,2344,0
104.2292,41.39583,9.538167,13.88433,27.58331,1343.15,33.792,-16.544,50.336,25.49933,-7.576,25.49933,-7.576,61,18,0,106.6384,43,0,43,0,2549,2549,0
115.1042,41.39583,4.189333,12.79333,27.40411,1309.704,26.272,-20.412,46.684,19.396,-12.778,19.396,-12.778,398,98,4,95.81904,241,13,241,13,2360,2360,0
120.1042,41.39583,8.710834,13.24633,29.10259,1230.711,28.888,-16.628,45.516,22.908,-7.346667,22.908,-7.346667,481,154,2,120.0528,339,7,339,7,4312,4312,0
122.1042,41.39583,8.8445,10.697,24.56144,1243.373,28.036,-15.516,43.552,23.278,-7.366,23.278,-7.366,568,161,3,109.178,369,12,369,12,3035,3035,0
