Longitude,Latitude,Annual_mean_temp,MeanDiurnalRange,Isothermality,TempSeasonality,MaxTempWarmMo,MinTempColdMo,TempAnnRange,MeanTempWetQtr,MeanTempDryQtr,MeanTempWarmQtr,MeanTempColdQtr,AnnPercip,PercipWetMo,PercipDryMo,PercipSeasonality,PrecipWetQtr,PrecipDryQtr,PrecipWrmQtr,PrecipColdQtr,level_0,index,class
102.6875,33.89583,2.083333,15.03333,41.50103,715.4564,17.432,-18.792,36.224,9.871333,-7.249333,10.44267,-7.249333,659,124,2,87.04434,351,12,340,12,2483,2483,0
63.22917,33.85417,6.6545,15.525,36.18206,1001.105,28.552,-14.356,42.908,-6.463334,17.07667,18.45533,-6.463334,274,66,0,106.9101,178,0,1,178,4294,4294,0
65.64583,33.85417,4.629667,14.79667,34.79276,1009.235,26.24,-16.288,42.528,-7.23,15.23133,16.668,-8.609333,272,56,0,83.78049,144,2,3,129,2461,2461,0
72.89583,33.85417,20.76167,13.44733,37.97394,768.6838,38.372,2.96,35.412,27.79333,16.30533,29.3,10.71133,963,229,14,85.35917,528,71,495,170,3548,3548,0
78.8125,33.85417,-10.1575,11.71233,31.40373,937.2024,8.5,-28.796,37.296,1.357333,-20.658,1.385333,-21.48333,103,34,1,119.2622,76,5,72,6,4059,4059,0
107.5208,33.85417,7.301833,7.986333,26.92265,800.0717,21.892,-7.772,29.664,16.054,-2.788,17.03667,-2.788,769,136,5,74.35863,384,21,338,21,3623,3623,0
135.9375,33.85417,14.33083,7.635,27.00552,761.2192,28.3,0.02799999,28.272,23.18267,4.982667,23.69,4.982667,2155,316,57,47.51647,786,205,762,205,3214,3214,0
111.8125,33.72917,11.1265,10.069,30.43833,855.9297,26.784,-6.296,33.08,20.28,0.1506666,21.48333,0.1506666,811,157,8,71.19922,397,34,373,34,4012,4012,0
59.72917,33.6875,16.88867,15.41333,39.63927,890.1838,36.596,-2.288,38.884,7.365333,26.33867,27.748,5.628667,203,48,0,98.74377,124,1,2,102,3990,3990,0
101.6042,33.6875,0.2051667,14.511,40.52899,734.6707,15.52,-20.284,35.804,8.692667,-9.362,8.692667,-9.362,721,137,3,88.38579,384,15,384,15,3619,3619,0
102.0208,33.6875,1.198667,14.90733,42.22562,700.4072,16.088,-19.216,35.304,8.771333,-7.914667,9.319333,-7.914667,713,135,3,87.66154,376,15,374,15,2631,2631,0
105.5208,33.6875,11.74933,9.41,30.4255,783.2524,26.872,-4.056,30.928,20.15733,1.696667,21.206,1.696667,643,123,3,81.57567,338,13,315,13,3940,3940,0
109.7708,33.6875,10.967,9.428667,29.55324,841.5283,26.492,-5.412,31.904,20.068,0.3326666,21.24267,0.3326666,781,147,8,70.65528,379,30,348,30,3060,3060,0
134.3958,33.6875,15.35033,6.312667,23.3353,756.1158,28.888,1.836,27.052,21.358,6.077333,24.68333,6.077333,1983,301,48,51.84563,727,180,719,180,2476,2476,0
78.0625,33.64583,-0.316,11.31267,31.25737,915.7098,17.632,-18.56,36.192,10.382,-5.008,10.75533,-11.84267,122,18,3,39.6526,48,15,42,24,3539,3539,0
103.5625,33.64583,-0.8581667,11.25833,35.50181,692.6832,13.404,-18.308,31.712,7.002666,-9.648666,7.467333,-9.648666,728,129,4,81.56416,364,18,360,18,3741,3741,0
118.6875,33.64583,14.46133,9.064667,26.84077,952.9316,30.3,-3.472,33.772,25.84733,2.313333,25.84733,2.313333,816,218,18,89.72748,469,66,469,66,3305,3305,0
71.72917,33.5625,22.098,12.98133,36.72438,789.6923,39.436,4.088,35.348,29.62,17.706,31.044,11.79,541,104,10,61.9488,231,49,208,101,3075,3075,0
71.9375,33.5625,23.3265,14.18967,37.52292,826.4742,41.788,3.972,37.816,30.99733,18.42933,32.516,12.46933,489,108,8,69.5783,229,40,203,93,2789,2789,0
79.14583,33.5625,-4.038667,14.64533,37.05803,916.0258,15.696,-23.824,39.52,7.371334,-13.98867,7.371334,-15.16333,68,22,1,112.8555,49,3,49,4,2485,2485,0
94.27083,33.5625,-4.084167,13.923,37.72353,836.7796,12.316,-24.592,36.908,5.774667,-13.69867,5.774667,-14.702,457,110,3,105.7007,290,10,290,11,2194,2194,0
99.89583,33.5625,-1.477333,14.02133,38.56677,784.4561,14.24,-22.116,36.356,7.590667,-10.68733,7.590667,-11.67067,593,118,3,90.67525,330,14,330,15,2553,2553,0
68.5625,33.52083,8.025333,14.884,34.16269,1025.194,28.988,-14.58,43.568,2.330667,18.60733,20.00867,-5.7,218,43,0,84.41666,119,3,4,92,4353,4353,0
92.52083,33.52083,-3.9495,14.795,39.52501,858.5135,12.98,-24.452,37.432,6.218,-13.65667,6.218,-14.68933,358,97,2,114.0542,244,7,244,8,3585,3585,0
116.1875,33.52083,15.2765,10.005,28.33957,971.9041,31.86,-3.444,35.304,26.94133,2.870667,26.94133,2.870667,782,200,16,81.36449,417,56,417,56,2980,2980,0
70.10417,33.47917,18.81917,13.31633,36.83837,843.0018,36.004,-0.144,36.148,13.69933,14.084,28.57267,7.975334,463,73,10,57.04673,171,39,162,90,3303,3303,0
86.52083,33.47917,-7.450667,13.25467,35.29683,891.9166,10.796,-26.756,37.552,3.073333,-17.04467,3.601333,-18.23,141,39,1,110.0646,99,3,92,4,2677,2677,0
98.1875,33.47917,-3.736667,13.90267,38.1564,808.9271,12.336,-24.1,36.436,5.714667,-13.12067,5.714667,-14.052,535,116,4,92.41138,308,16,308,18,3807,3807,0
77.77083,33.4375,-5.589334,12.13133,31.66127,965.446,13.456,-24.86,38.316,5.870667,-9.370667,5.992,-17.508,150,33,3,67.70608,80,16,65,25,3432,3432,0
80.47917,33.4375,-0.5328333,14.49967,36.03655,949.5033,19.384,-20.852,40.236,11.29267,-6.16,11.29267,-12.092,32,12,0,111.1378,26,1,26,1,3105,3105,0
131.4375,33.4375,14.39,7.746666,26.82735,785.652,28.888,0.012,28.876,23.68467,7.054667,24.08333,4.798666,1791,295,52,56.42885,757,174,698,189,3206,3206,0
133.3542,33.4375,16.20616,7.623913,26.80373,753.4947,29.99565,1.552174,28.44348,22.23116,6.866666,25.47681,6.866666,2185,336,53,58.51288,925,216,700,216,4244,4244,0
75.85417,33.39583,10.624,11.06533,35.94041,743.5155,24.88,-5.908,30.788,1.576,12.27,18.842,0.7526666,1031,159,24,49.3898,432,131,209,346,4365,4365,0
82.3125,33.39583,-5.963833,14.941,38.10313,901.7457,13.228,-25.984,39.212,5.252,-11.424,5.252,-16.872,58,20,0,121.4018,45,2,45,3,3113,3113,0
85.3125,33.39583,-6.504333,14.004,36.72891,883.9876,12.012,-26.116,38.128,3.972,-15.94467,4.421333,-17.19067,91,26,1,107.9803,64,3,61,3,3356,3356,0
91.8125,33.39583,-5.500834,13.64233,37.70267,851.4422,11.24,-24.944,36.184,4.681334,-14.98667,4.681334,-15.98933,380,106,2,116.8186,263,7,263,8,2232,2232,0
104.6458,33.39583,6.233833,9.104333,29.83071,755.0507,20.788,-9.732,30.52,14.43067,-3.536,15.25667,-3.536,681,120,3,78.88728,334,14,321,14,3471,3471,0
77.22917,33.3125,-1.7475,10.695,29.34317,953.1285,16.164,-20.284,36.448,9.235333,-5.632,9.518666,-13.776,224,29,6,41.27072,76,27,56,55,2479,2479,0
97.10417,33.3125,-2.455167,14.275,40.15245,780.8181,13.32,-22.232,35.552,6.627333,-11.658,6.627333,-12.402,547,124,3,97.06813,326,13,326,15,2708,2708,0
70.89583,33.27083,20.87133,12.71667,37.04027,784.5664,37.32,2.988,34.332,28.53667,16.52067,29.77467,10.67867,500,108,7,74.9889,249,34,244,75,3331,3331,0
113.8958,33.27083,14.99383,10.307,29.18507,952.2147,31.624,-3.692,35.316,26.48867,2.836,26.48867,2.836,845,184,13,71.9043,416,51,416,51,2390,2390,0
81.9375,33.22917,-3.247,15.45733,38.35566,917.0616,16.548,-23.752,40.3,8.2,-9.054667,8.2,-14.33933,51,18,0,116.8895,39,2,39,3,3769,3769,0
61.0625,33.1875,19.06283,15.01567,37.91452,932.1506,39.092,-0.512,39.604,9.377334,28.78867,30.44933,7.252,146,34,0,100.9056,94,0,1,78,3457,3457,0
99.72917,33.1875,-2.512167,13.86833,38.21741,789.5557,13.256,-23.032,36.288,6.634,-11.64267,6.634,-12.714,619,123,3,91.05453,345,14,345,16,3335,3335,0
103.6875,33.14583,0.9471666,11.17633,35.45341,693.3672,15.296,-16.228,31.524,8.739333,-7.912,9.234,-7.912,734,122,3,79.1341,348,17,346,17,3174,3174,0
111.3125,33.14583,15.13617,10.26633,30.62018,877.1005,31.268,-2.26,33.528,24.57933,4.005333,25.79867,4.005333,867,154,11,66.13927,400,41,367,41,3728,3728,0
67.02083,33.10417,1.556,13.22867,31.77829,1013.833,22.16,-19.468,41.628,-4.925333,13.62267,13.62267,-11.73133,361,86,1,92.31372,200,4,4,184,3823,3823,0
118.4792,33.10417,15.14917,8.369667,25.43972,935.8333,30.648,-2.252,32.9,26.304,3.242667,26.304,3.242667,805,222,23,84.88173,434,76,434,76,2916,2916,0
69.39583,33.0625,7.662833,11.96633,34.33471,859.8788,23.92,-10.932,34.852,1.939333,8.978,17.66067,-3.616667,442,78,6,63.40441,208,34,74,161,3980,3980,0
106.3958,33.0625,14.06783,7.967667,27.16373,797.6228,28.596,-0.736,29.332,22.66933,3.938667,23.74933,3.938667,835,175,5,83.75261,456,19,414,19,2533,2533,0
92.47917,33.02083,-6.256167,12.90167,36.71922,826.7454,9.932,-25.204,35.136,3.672667,-15.40267,3.672667,-16.40533,442,118,2,112.8563,296,9,296,11,2365,2365,0
120.6042,33.02083,14.622,8.294,25.91551,907.3251,30.216,-1.788,32.004,25.50733,3.284,25.50733,3.284,1009,215,28,68.15273,496,95,496,95,4208,4208,0
54.3125,32.97917,21.03433,14.33333,35.52427,979.6253,41.516,1.168,40.348,10.86933,31.524,32.83,8.612,94,19,0,79.58759,51,1,2,47,2209,2209,0
69.02083,32.97917,7.682,13.18867,33.83792,947.2887,26.236,-12.74,38.976,1.718,14.112,18.74,-4.854,337,61,2,73.51851,168,22,33,143,2994,2994,0
97.8125,32.97917,-2.6285,13.735,38.59881,791.5831,13.244,-22.34,35.584,6.624667,-11.842,6.624667,-12.66133,562,125,5,95.1364,329,17,329,18,2803,2803,0
93.52083,32.9375,-3.280167,13.96167,38.25533,827.9167,13.06,-23.436,36.496,6.494,-12.742,6.494,-13.73867,478,117,3,106.7068,307,11,307,13,3881,3881,0
131.0208,32.89583,12.24517,7.896333,26.65159,808.1218,26.888,-2.74,29.628,21.64133,4.538,22.01067,2.156,2535,493,65,66.1433,1228,231,1011,254,2917,2917,0
103.8125,32.85417,-2.195167,10.34033,33.4812,698.9879,12.176,-18.708,30.884,6.198,-11.006,6.198,-11.006,801,133,7,76.65497,378,28,378,28,4137,4137,0
90.47917,32.8125,-4.556667,13.35067,36.75035,877.0707,12.352,-23.976,36.328,5.995334,-14.31133,5.995334,-15.388,398,110,2,117.2648,275,6,275,7,2406,2406,0
63.02083,32.77083,17.536,15.69933,37.08971,991.2375,39.92,-2.408,42.328,7.172667,29.77067,29.77067,5.17,130,35,0,109.8789,90,0,0,84,3777,3777,0
79.35417,32.77083,-1.597,13.432,35.39207,904.6143,17.248,-20.704,37.952,9.149333,-6.782,9.633333,-12.66133,104,28,2,91.29203,65,8,62,11,3754,3754,0
114.5208,32.77083,15.23267,9.727333,28.27384,943.1351,31.504,-2.9,34.404,26.54733,3.22,26.54733,3.22,942,199,15,67.41759,448,65,448,65,4142,4142,0
70.52083,32.72917,24.24017,13.94633,37.38963,845.1583,41.944,4.644,37.3,33.70733,19.04667,33.70733,13.21733,316,67,3,73.72297,143,18,143,57,3249,3249,0
95.6875,32.72917,-2.589833,12.78033,37.7179,769.0064,12.748,-21.136,33.884,6.444667,-11.37333,6.444667,-12.388,586,133,4,99.98663,356,15,356,17,3412,3412,0
119.6458,32.72917,15.11417,8.375667,25.69223,925.1979,30.8,-1.8,32.6,26.28133,3.46,26.28133,3.46,957,215,29,69.33401,475,94,475,94,3434,3434,0
100.8125,32.6875,-0.2383334,13.75133,40.36437,715.3114,14.528,-19.54,34.068,8.049334,-8.54,8.049334,-9.542,730,143,3,88.67928,384,15,384,15,2546,2546,0
95.3125,32.64583,-1.9645,13.64033,39.01251,775.3771,13.7,-21.264,34.964,7.086,-10.83,7.086,-11.88333,576,132,3,101.1501,353,14,353,16,2775,2775,0
101.6458,32.64583,0.2586665,14.03667,42.14203,670.1165,14.636,-18.672,33.308,8.010667,-7.483334,8.010667,-8.432667,745,141,3,87.25163,386,15,386,15,3076,3076,0
109.4375,32.64583,13.71483,9.227,29.70702,814.058,28.972,-2.088,31.06,22.66333,3.42,23.644,3.42,949,169,11,67.53995,436,40,406,40,2741,2741,0
112.4792,32.64583,15.54683,9.925,28.97641,924.9812,31.5,-2.752,34.252,25.424,3.716,26.618,3.716,927,168,15,63.26993,411,54,404,54,2327,2327,0
118.5208,32.64583,15.02,9.108666,27.33694,927.3781,30.74,-2.58,33.32,26.07067,3.208,26.07067,3.208,912,220,27,72.56264,458,90,458,90,2427,2427,0
52.39583,32.60417,16.476,15.346,37.89136,930.0941,37.684,-2.816,40.5,6.467333,27.00067,27.876,4.846667,118,24,0,77.31369,59,2,3,54,3637,3637,0
57.72917,32.60417,21.50517,15.161,38.85045,911.0353,40.908,1.884,39.024,11.94467,32.44133,32.44133,9.875333,132,34,0,102.7402,85,0,0,70,2763,2763,0
60.35417,32.60417,17.29117,14.485,38.26746,891.2601,35.912,-1.94,37.852,7.826,27.97467,27.97467,5.856667,144,34,0,98.34565,90,1,1,74,2603,2603,0
86.1875,32.60417,-1.566333,13.98,37.52416,866.1296,16.3,-20.956,37.256,8.364666,-11.174,9.038,-12.18867,129,29,2,79.5994,75,7,66,9,4146,4146,0
81.5625,32.52083,-2.7375,14.67833,38.26469,882.4738,16.248,-22.112,38.36,7.776,-11.828,8.29,-13.37667,77,29,1,135.4989,62,3,60,3,3466,3466,0
85.27083,32.52083,-3.544333,14.86533,39.3138,858.1578,14.692,-23.12,37.812,6.43,-12.93067,7.006667,-13.936,96,23,2,79.70203,56,7,52,8,3440,3440,0
92.9375,32.52083,-8.0445,11.34033,33.62291,819.2181,7.716,-26.012,33.728,1.87,-17.034,1.87,-18.064,552,136,5,104.4032,349,19,349,21,2958,2958,0
67.3125,32.47917,11.418,16.14267,34.97112,1068.566,34.252,-11.908,46.16,-2.674667,24.196,24.196,-2.674667,243,75,0,117.0917,155,0,0,155,2276,2276,0
75.85417,32.47917,21.68433,10.77933,34.77205,663.5126,36.888,5.888,31.0,26.624,17.42467,29.15067,12.91267,1830,505,17,109.7436,1222,124,635,268,2692,2692,0
105.8125,32.47917,15.75117,8.085667,28.19663,765.222,29.944,1.268,28.676,23.98733,6.010667,25.00933,6.010667,919,225,4,95.5023,546,15,514,15,4148,4148,0
85.52083,32.4375,-3.075333,15.058,39.69317,857.2911,15.144,-22.792,37.936,6.868667,-12.44867,7.464666,-13.47733,102,24,2,78.57969,59,7,53,9,2259,2259,0
89.14583,32.4375,-0.956,12.67933,36.00447,853.9391,15.652,-19.564,35.216,8.558667,-10.556,9.325334,-11.56867,354,90,2,109.0066,232,7,229,7,3346,3346,0
93.64583,32.4375,-3.5425,13.34167,37.66705,796.8549,12.516,-22.904,35.42,5.948667,-12.538,5.948667,-13.55067,555,132,4,104.1411,349,15,349,16,3347,3347,0
117.8125,32.4375,15.399,8.852,26.76261,930.4535,31.008,-2.068,33.076,26.52067,3.585333,26.52067,3.585333,917,190,26,62.79332,435,90,435,90,4351,4351,0
81.22917,32.39583,-1.654,15.906,39.86066,899.4868,17.996,-21.908,39.904,9.099999,-2.418667,9.599334,-12.49067,89,33,1,135.9825,71,4,68,6,4120,4120,0
52.5625,32.35417,16.57567,15.44267,38.17151,925.299,37.676,-2.78,40.456,6.666667,26.99733,27.914,5.013333,123,24,0,79.33506,62,2,3,60,2702,2702,0
88.14583,32.35417,-3.908167,12.89967,37.20485,833.8112,12.688,-21.984,34.672,5.536666,-13.07067,6.241333,-14.15333,273,67,2,103.2009,179,7,166,7,2508,2508,0
111.1042,32.35417,14.245,9.662,29.71826,851.5857,29.992,-2.52,32.512,23.566,3.44,24.562,3.44,992,174,13,65.1573,447,49,427,49,2367,2367,0
116.6458,32.35417,15.41117,9.048333,27.1233,933.6511,30.928,-2.432,33.36,26.532,3.501333,26.532,3.501333,935,179,21,58.32303,420,84,420,84,3857,3857,0
97.10417,32.3125,-0.8245,14.07567,41.42826,727.1096,14.216,-19.76,33.976,7.76,-9.145333,7.76,-9.981333,581,129,4,96.42336,344,15,344,16,4290,4290,0
102.3542,32.3125,1.732834,14.175,41.65687,690.0352,16.7,-17.328,34.028,9.764,-7.164667,9.764,-7.164667,732,135,5,83.3874,361,18,361,18,3138,3138,0
107.2292,32.27083,12.58817,7.484334,26.10692,772.451,27.072,-1.596,28.668,21.15333,2.860667,22.03333,2.860667,1021,189,10,73.19823,498,37,461,37,3731,3731,0
108.3542,32.27083,12.127,8.051333,27.37059,786.4944,26.904,-2.512,29.416,20.83,2.189333,21.73867,2.189333,1052,180,13,67.46095,480,46,445,46,3617,3617,0
80.72917,32.22917,-1.133667,15.27467,39.04567,890.1116,18.208,-20.912,39.12,9.506666,-1.974667,9.977333,-11.89733,119,40,1,131.0368,91,6,87,10,3633,3633,0
90.4375,32.22917,-1.579333,12.52533,35.25085,864.3638,14.86,-20.672,35.532,8.779333,-11.378,8.779333,-12.36267,412,111,2,116.6376,284,7,284,7,3210,3210,0
92.97917,32.22917,-4.828667,12.772,36.8579,793.6466,11.136,-23.516,34.652,4.734667,-13.62133,4.734667,-14.626,538,130,4,105.3857,342,14,342,16,2407,2407,0
100.4375,32.1875,1.084,15.42933,43.70916,714.8884,15.928,-19.372,35.3,9.31,-8.236,9.31,-8.236,681,135,3,90.35494,365,14,365,14,3416,3416,0
117.5625,32.1875,15.4515,8.621666,26.34018,923.6529,30.924,-1.808,32.732,26.46,3.725333,26.46,3.725333,988,184,25,58.35939,452,93,452,93,2787,2787,0
94.4375,32.14583,-5.8265,11.42167,33.24504,828.8381,10.28,-24.076,34.356,4.015333,-14.94333,4.015333,-16.17333,652,149,7,97.77982,393,24,393,26,3490,3490,0
114.4792,32.14583,15.603,8.946,27.16507,909.1562,31.208,-1.724,32.932,26.44067,3.97,26.44067,3.97,1059,204,19,60.56289,474,85,474,85,4266,4266,0
63.3125,32.10417,19.59267,17.12067,39.43037,998.0677,42.404,-1.016,43.42,9.424666,31.84,31.84,7.140666,93,25,0,107.5551,66,0,0,58,3072,3072,0
55.8125,32.0625,17.25867,15.114,38.16667,924.5387,37.316,-2.284,39.6,7.597333,27.04,28.49667,5.607333,101,24,0,88.55509,58,2,3,49,3146,3146,0
59.8125,32.0625,18.42067,15.65333,40.24821,896.2866,37.164,-1.728,38.892,8.898666,29.04733,29.04733,6.852,137,34,0,97.46197,85,2,2,68,3553,3553,0
61.77083,32.0625,21.21867,15.528,37.68932,987.1493,42.1,0.9,41.2,11.168,33.21467,33.21467,8.788,72,20,0,105.6827,52,0,0,42,2396,2396,0
90.47917,32.0625,-2.3335,13.033,37.49856,828.6595,13.724,-21.032,34.756,7.6,-11.65667,7.6,-12.674,424,115,2,116.9016,292,7,292,7,3928,3928,0
97.47917,32.0625,1.059,14.53933,42.98018,706.6427,16.028,-17.8,33.828,9.342,-7.158,9.342,-7.890666,560,123,4,95.92686,330,14,330,15,3742,3742,0
57.22917,32.02083,21.45717,15.50033,39.35293,906.9481,41.176,1.788,39.388,11.98933,32.416,32.416,9.934,118,30,0,99.71665,75,0,0,62,2858,2858,0
77.47917,32.02083,6.137667,9.526,34.12869,688.5085,18.452,-9.46,27.912,-2.228,3.243333,13.60667,-3.082,884,122,19,40.79612,296,96,237,215,3226,3226,0
117.3542,32.02083,15.58033,8.667334,26.48293,919.7126,31.108,-1.62,32.728,26.546,3.913333,26.546,3.913333,1038,178,26,55.39455,461,96,461,96,3727,3727,0
121.7292,32.02083,15.3277,6.793627,23.02007,855.0049,29.85882,0.3470588,29.51176,25.47745,4.762745,25.58431,4.762745,1020,158,30,52.40891,429,111,408,111,2989,2989,0
72.77083,31.97917,23.86833,13.992,37.88174,807.1507,41.08,4.144,36.936,31.018,18.96667,32.48,13.09467,393,113,4,104.8869,242,21,238,47,3456,3456,0
87.72917,31.97917,0.9796667,13.83333,38.26013,850.7409,18.356,-17.8,36.156,10.49467,-8.598,11.306,-9.516666,270,61,3,90.53299,164,11,150,11,3053,3053,0
117.3958,31.97917,15.6565,8.548334,26.19617,918.8438,31.14,-1.492,32.632,26.608,3.991333,26.608,3.991333,1050,177,26,55.0329,465,97,465,97,4215,4215,0
100.0208,31.9375,-0.1996666,13.65667,40.88333,702.9966,14.404,-19.0,33.404,7.968667,-8.207334,7.968667,-9.214666,684,138,4,91.9821,378,16,378,16,3441,3441,0
100.7292,31.9375,1.719333,14.99933,44.38198,673.0861,16.136,-17.66,33.796,9.499333,-6.138667,9.499333,-6.992,689,140,3,91.35944,372,14,372,14,3572,3572,0
104.6875,31.89583,13.81183,7.745,28.43245,713.6324,27.0,-0.24,27.24,21.494,4.628,22.35267,4.628,893,207,5,94.39621,527,20,503,20,3232,3232,0
97.22917,31.8125,-1.579667,13.14733,40.19608,712.1938,13.176,-19.532,32.708,6.847333,-9.631333,6.847333,-10.478,599,133,5,94.7261,352,18,352,19,2234,2234,0
100.3542,31.8125,1.2055,13.47367,41.46254,681.1432,15.3,-17.196,32.496,9.065333,-6.668666,9.065333,-7.583333,675,136,3,92.17595,370,14,370,14,4305,4305,0
119.1458,31.8125,15.564,8.228,25.22379,920.9821,31.4,-1.22,32.62,26.68667,4.0,26.68667,4.0,1051,173,27,53.36646,453,112,453,112,3033,3033,0
68.5625,31.77083,13.6385,15.13367,37.67968,931.7628,32.868,-7.296,40.164,3.346667,14.45867,24.68867,1.522667,245,44,2,74.32138,123,13,31,113,3740,3740,0
70.8125,31.77083,24.34933,14.40933,38.86432,823.8253,41.556,4.48,37.076,33.312,19.31133,33.312,13.462,252,58,2,82.0932,130,12,130,35,2438,2438,0
83.3125,31.77083,-1.734,15.36067,40.86153,835.9302,16.416,-21.176,37.592,8.094666,2.358,8.584667,-11.822,100,26,2,81.89545,57,10,53,18,4013,4013,0
55.35417,31.72917,20.42383,15.37233,38.21682,936.7728,40.812,0.588,40.224,10.66933,31.81333,31.81333,8.629333,104,24,0,94.74348,63,1,1,57,3015,3015,0
75.89583,31.72917,22.657,11.734,36.45458,682.1951,38.084,5.896,32.188,27.76333,18.25933,30.22533,13.576,1098,328,9,123.4168,801,63,408,117,3459,3459,0
116.3125,31.72917,15.714,9.108666,27.47215,908.7221,31.564,-1.592,33.156,26.56133,4.168666,26.56133,4.168666,1139,190,26,51.37141,476,111,476,111,3655,3655,0
119.3125,31.72917,15.16733,7.888,24.51212,910.1569,30.904,-1.276,32.18,26.122,5.959333,26.122,3.729333,1078,169,28,52.39348,460,115,460,116,3481,3481,0
130.9792,31.72917,15.59583,8.874333,29.78764,762.9304,29.72,-0.072,29.792,24.472,8.134666,24.86533,6.034667,2455,434,59,60.06404,1114,213,926,229,3284,3284,0
116.7292,31.6875,15.78417,8.792999,27.0454,901.7573,31.46,-1.052,32.512,26.60867,4.423333,26.60867,4.423333,1150,172,25,50.97719,483,106,483,106,2222,2222,0
58.27083,31.64583,22.66333,16.00133,40.9325,890.2283,41.732,2.64,39.092,13.34733,33.324,33.324,11.28333,132,34,1,97.11755,83,3,3,66,3194,3194,0
106.8958,31.64583,16.36067,7.358667,25.39573,784.9801,31.224,2.248,28.976,25.04733,6.397333,25.854,6.397333,1092,211,11,75.65944,545,40,513,40,2324,2324,0
111.0625,31.64583,13.8705,9.652333,30.04711,831.0474,29.38,-2.744,32.124,23.06733,3.328667,23.91467,3.328667,1086,194,16,65.28085,485,57,480,57,3080,3080,0
112.7292,31.64583,14.83167,8.299333,26.27702,866.3135,29.828,-1.756,31.584,25.21333,3.789333,25.21333,3.789333,1020,185,16,60.96113,441,68,441,68,4232,4232,0
121.6875,31.64583,15.5675,6.773334,22.96824,850.4487,29.99,0.5,29.49,25.72333,7.531667,25.76833,5.061666,1018,155,32,51.71707,430,117,403,118,3703,3703,0
86.77083,31.60417,0.9691666,12.41367,37.08672,798.1047,17.16,-16.312,33.472,10.05267,-7.798667,10.726,-8.798,205,41,5,68.60297,108,15,91,19,3506,3506,0
104.0625,31.60417,9.9585,8.402333,30.3421,697.128,23.088,-4.604,27.692,17.45467,0.876,18.20733,0.876,862,168,7,81.36852,445,28,437,28,2238,2238,0
63.5625,31.5625,20.11167,17.29733,39.86663,998.3967,42.68,-0.708,43.388,10.074,32.24733,32.24733,7.615334,81,21,0,102.5085,56,0,0,49,2331,2331,0
74.14583,31.5625,23.56083,13.14633,37.71613,765.4042,39.956,5.1,34.856,30.11467,18.952,31.788,13.34533,471,135,4,110.8112,309,21,191,53,2444,2444,0
104.5208,31.5625,16.10967,7.928667,28.34501,737.7968,29.436,1.464,27.972,23.95,6.536,24.79067,6.536,930,227,5,100.8595,584,22,545,22,2697,2697,0
55.39583,31.52083,19.96,15.89667,39.42625,922.8829,40.448,0.128,40.32,10.33667,31.20733,31.20733,8.366667,111,25,0,93.95786,67,2,2,61,2220,2220,0
65.72917,31.52083,18.78567,16.78267,40.56528,940.2169,40.46,-0.912,41.372,9.028,24.03867,30.372,6.991333,195,48,0,112.739,139,3,4,117,3578,3578,0
63.3125,31.47917,20.155,17.16333,39.57603,1001.936,42.62,-0.748,43.368,10.04733,32.328,32.328,7.596667,73,20,0,101.7074,51,0,0,44,4113,4113,0
73.02083,31.47917,23.69483,13.323,37.21924,811.3113,40.14,4.344,35.796,30.99467,18.86533,32.36066,12.85733,361,100,3,106.6963,232,18,225,43,3691,3691,0
107.2708,31.47917,16.38233,7.430667,25.57009,783.34,31.336,2.276,29.06,25.11933,6.459333,25.86467,6.459333,1150,206,13,70.79005,540,47,513,47,2206,2206,0
60.8125,31.4375,21.2005,14.011,36.16675,956.8845,39.98,1.24,38.74,11.276,32.48,32.48,8.818,89,23,0,101.8862,60,0,0,48,3202,3202,0
60.85417,31.39583,21.499,14.45,36.95652,956.8796,40.396,1.296,39.1,11.58533,32.77533,32.77533,9.119333,86,22,0,100.1381,57,0,0,46,2294,2294,0
67.60417,31.39583,12.49883,15.29767,37.95194,915.9452,32.496,-7.812,40.308,2.303333,18.59867,23.506,0.6313334,270,64,0,95.74683,158,10,17,158,4324,4324,0
93.97917,31.39583,-3.085667,12.56333,37.57427,750.8668,11.98,-21.456,33.436,5.792666,-11.38333,5.792666,-12.54333,682,150,6,96.22128,405,21,405,24,2777,2777,0
104.5208,31.39583,16.1395,7.765666,27.96222,737.0634,29.28,1.508,27.772,23.96667,6.574,24.78467,6.574,937,227,6,99.96875,585,25,547,25,3308,3308,0
63.5625,31.35417,20.261,17.274,40.02688,992.225,42.58,-0.576,43.156,10.28067,32.30067,32.30067,7.823333,77,20,0,100.9737,53,0,0,46,2622,2622,0
117.0625,31.35417,16.0835,8.367666,26.65541,882.7731,31.548,0.156,31.392,26.80733,5.14,26.80733,5.14,1302,233,25,55.53738,555,106,555,106,4005,4005,0
52.8125,31.3125,15.4915,15.09433,38.75907,876.6872,35.976,-2.968,38.944,6.08,25.37333,26.328,4.647333,136,27,0,82.56625,67,2,3,67,2431,2431,0
60.8125,31.27083,22.22867,15.11333,38.15728,957.1281,41.368,1.76,39.608,12.34333,33.492,33.492,9.842667,86,22,0,100.1381,57,0,0,46,2475,2475,0
71.77083,31.27083,25.2815,16.551,41.90126,840.5986,43.3,3.8,39.5,32.89267,19.98467,34.28733,14.06733,203,56,2,95.21024,123,11,119,27,2560,2560,0
